,tweet,politican,Party,State
188,"As we recognize 50 years of #EarthDay, I’m proud to join @SenateDems in our commitment to environmental justice, so… https://t.co/QzZQB8MTcg",Kirsten E. Gillibrand ,D,NY 
189,"New Yorkers, we want to hear from you! Join me and @RepJohnKatko for a virtual town hall tomorrow at 2:30PM ET. Sig… https://t.co/vU97f2y5lE",Kirsten E. Gillibrand ,D,NY 
190,"NEW: This Thursday, April 23 at 2:30PM ET, I’m hosting a virtual town hall with @RepJohnKatko. Join us. You can reg… https://t.co/e4BJVB9t52",Kirsten E. Gillibrand ,D,NY 
191,"RT @PaidLeaveforAll: ""The current crisis has exposed and capitalized on our nation's lack of protections for our workers."" @SenGillibrand…",Kirsten E. Gillibrand ,D,NY 
192,"RT @repdelgado: In Case You Missed It — This week, I led a letter along with Senator Kirsten Gillibrand urging rural-specific funding that…",Kirsten E. Gillibrand ,D,NY 
193,"New Yorkers, stay up to date: My team and I have put together a set of resources that we will be updating for the d… https://t.co/FtQJQjy9jh",Kirsten E. Gillibrand ,D,NY 
194,@Elpidophoros Wishing a safe and happy Easter to the Orthodox Christians who are celebrating in New York and around… https://t.co/CTirAxvzQb,Kirsten E. Gillibrand ,D,NY 
195,The first step towards slowing the spread of #COVID19 is to ensure that everyone can stay home when they need to—th… https://t.co/eWhiRWrd14,Kirsten E. Gillibrand ,D,NY 
196,"Thanks, @SenJackyRosen. I’m looking forward to collaborating on this important work. https://t.co/lcinz01mFf",Kirsten E. Gillibrand ,D,NY 
197,"When emergencies occur, we would all be safer and more financially stable with a national paid leave program in pla… https://t.co/WxZf5APQcR",Kirsten E. Gillibrand ,D,NY 
198,The next COVID relief bill should include emergency funding and voting mechanisms to ensure that the constitutional… https://t.co/1JlzqLLjfE,Kirsten E. Gillibrand ,D,NY 
199,"In these uncertain times, my office and I want to keep you updated. We’ve put together a set of resources to help N… https://t.co/xVmgq29lcL",Kirsten E. Gillibrand ,D,NY 
0,"Sen. McConnell put the Senate on “pause” for over 4 months during COVID

But now he wants to move earth and heaven—… https://t.co/yXUolzOgSS",Charles E. Schumer ,D,NY 
1,The kind words and lamentations we heard today from Senator McConnell about Justice Ruth Bader Ginsburg are totally… https://t.co/JrBhYicBd2,Charles E. Schumer ,D,NY 
2,"Sen. McConnell in March 2016:

“Give the people a voice in filling this vacancy”

That was more than 8 months befor… https://t.co/QOYx5MsJgx",Charles E. Schumer ,D,NY 
3,"RBG’s death leaves a Supreme Court vacancy that puts everything on the line—the right to health care, a woman's rig… https://t.co/yYrztbPeqB",Charles E. Schumer ,D,NY 
4,President Trump will nominate a justice who would ensure the end of our healthcare law—eliminating pre-existing con… https://t.co/kZgjVI3pno,Charles E. Schumer ,D,NY 
5,RT @nowthisnews: Schumer reminds Republicans of RBG’s dying wish and what McConnell said in 2016 about giving the people a voice https://t.…,Charles E. Schumer ,D,NY 
6,"RT @nowthisnews: Sen. Schumer reminds Americans what’s at stake if Trump replaces RBG:
- Health care
- Reproductive rights
- Drug prices
-…",Charles E. Schumer ,D,NY 
7,RT @nowthisnews: Sen. Schumer honors RBG’s immense legacy: ‘She might be the only justice to become a meme’ https://t.co/YtwSW1S3l9,Charles E. Schumer ,D,NY 
8,"RT @ilyseh: Thank you, Sen. Schumer. 62% of Americans think the next President should fill the #SCOTUS vacancy. No confirmation until inaug…",Charles E. Schumer ,D,NY 
9,"Just when you think Trump can’t get any lower, he burrows deeper into the cesspool of callous classlessness.

Democ… https://t.co/oXPmOTDFif",Charles E. Schumer ,D,NY 
10,"“My most fervent wish is that I will not be replaced until a new president is installed.” —RBG

I’m standing with… https://t.co/j6hQS3AEiz",Charles E. Schumer ,D,NY 
11,"I’m standing with @RepAOC at James Madison HS—Ruth Bader Ginsburg’s alma mater, my alma mater.

We are fighting to… https://t.co/KSWHyqRvbJ",Charles E. Schumer ,D,NY 
12,"RT @News12: REMEMBERING RBG: Sen. @SenSchumer and Rep. @AOC are speaking at James Madison High School in #Brooklyn, where Supreme Court Jus…",Charles E. Schumer ,D,NY 
13,"I’m standing with @RepAOC at Madison High School—Ruth Bader Ginsburg’s alma mater, my alma mater

We’re here to rem… https://t.co/oPUL6n3pEL",Charles E. Schumer ,D,NY 
14,"RT @MOKNYC: Memorial for #RBG outside her alma mater, Brooklyn’s James Madison High School. ⁦@SenSchumer⁩ an ⁦@AOC⁩ scheduled to talk about…",Charles E. Schumer ,D,NY 
15,RT @Bobby4Brooklyn: Brooklyn’s own @SenSchumer remembering Brooklyn’s Ruth Bader Ginsburg. Sen. Schumer wants us to fulfill Ginsburg dying…,Charles E. Schumer ,D,NY 
16,RT @vanitaguptaCR: “I want you to use my words against me. If there’s a Republican president in 2016 and a vacancy occurs in the last year…,Charles E. Schumer ,D,NY 
17,"Tonight, we mourn the passing of a giant in American history, a champion for justice, a trailblazer for women.

She… https://t.co/hTgjJMK8v5",Charles E. Schumer ,D,NY 
18,"The American people should have a voice in the selection of their next Supreme Court Justice. Therefore, this vacan… https://t.co/CV45UMyxba",Charles E. Schumer ,D,NY 
19,"Happy #RoshHashanah to the Jewish community in New York, across the country, and around the world. To a healthy and… https://t.co/uGqn3ZRTDj",Charles E. Schumer ,D,NY 
20,"Today is #NationalBlackVoterDay.

We are fighting to end systemic racism.

And we must reverse Republican efforts t… https://t.co/QMk7ipK38J",Charles E. Schumer ,D,NY 
21,"RT @playbill: .@SenSchumer took to Times Square September 18 to advocate for the Save Our Stages Act, a bill he has co-sponsored that would…",Charles E. Schumer ,D,NY 
22,RT @DEADLINE: U.S. Senator Chuck Schumer Urges Federal Aid For Broadway At Times Square Rally https://t.co/MhcMiIYPfj https://t.co/Gb7XCYyi…,Charles E. Schumer ,D,NY 
23,RT @nypmetro: Sen. Chuck Schumer pushes Save Our Stages Act to save Broadway https://t.co/bGlOKbwTWD https://t.co/FEIH3sBZhg,Charles E. Schumer ,D,NY 
24,RT @nypost: Sen. Chuck Schumer pushes Save Our Stages Act to save Broadway https://t.co/SnJF0Rz4XJ https://t.co/CgaouVf8cH,Charles E. Schumer ,D,NY 
25,"The show must go on.

But on stages across Broadway, across New York, and across the country so many are out of wor… https://t.co/PjUESeHpbB",Charles E. Schumer ,D,NY 
26,RT @MarkRuffalo: #CancelStudentDebt!,Charles E. Schumer ,D,NY 
27,RT @RepPressley: #CancelStudentDebt,Charles E. Schumer ,D,NY 
28,RT @SenWarren: #CancelStudentDebt,Charles E. Schumer ,D,NY 
29,RT @Variety: Senator Chuck Schumer pushes for federal aid for struggling Broadway https://t.co/NyDy0BPCYC,Charles E. Schumer ,D,NY 
30,"RT @thehill: Sen. Schumer: ""We're fighting to make sure that New York City and Broadway get a Lion King's share of federal relief."" https:/…",Charles E. Schumer ,D,NY 
31,RT @BroadwayLeague: We urge Congress to pass the #SaveOurStages Act &amp; extend pandemic unemployment assistance to help our thousands of stru…,Charles E. Schumer ,D,NY 
32,RT @BrentALang: Sen. Chuck Schumer leans into the Broadway jokes at #SaveOurStages event. Says he’s fighting to get theaters their “Lion Ki…,Charles E. Schumer ,D,NY 
33,RT @hustonca: Broadway leaders and Chuck Schumer talk Save Our Stages in Times Square. https://t.co/AlwkvXDDHP,Charles E. Schumer ,D,NY 
34,RT @petermarksdrama: Sen. Chuck Schumer and Laura Benanti at the “Save Our Stages” presser with Broadway League in Times Square. https://t.…,Charles E. Schumer ,D,NY 
35,RT @nowthisnews: SAVE BROADWAY: Senate Minority Leader Chuck Schumer will make remarks at an event asking for federal funds to help the Bro…,Charles E. Schumer ,D,NY 
36,"It's September 18th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
37,"Student debt is holding back entire generations of young adults from buying homes, saving for retirement, starting… https://t.co/hurMciFJ0D",Charles E. Schumer ,D,NY 
38,"The fight to #CancelStudentDebt is critically important to communities of color.

They have been hit hardest by con… https://t.co/ovsmdx5eGl",Charles E. Schumer ,D,NY 
39,RT @NEAToday: This will help so many educators —and students—who have to choose between paying their student loan payment or putting food o…,Charles E. Schumer ,D,NY 
40,"RT @CBSNews: Chuck Schumer says Trump has failed to follow through on what's needed for the COVID-19 response: ""It's September 17, and Pres…",Charles E. Schumer ,D,NY 
41,"I hope nothing happened to Alec Baldwin.

But if @NBCSNL needs me to pinch hit, I’m in! https://t.co/CRiAUAwiON",Charles E. Schumer ,D,NY 
42,"President Trump and Secretary DeVos have been taking us backwards in the fight to relieve student debt.

That's why… https://t.co/KC4gAhhPj3",Charles E. Schumer ,D,NY 
43,"In 2016, Donald Trump said: “I alone can fix it”

In 2020, with so many Americans having died from COVID, his react… https://t.co/t6tDXrJ1Fz",Charles E. Schumer ,D,NY 
44,"Make sure your friends see this:

@SenWarren and I today introduced a Senate resolution with a plan for the next pr… https://t.co/zZic3pSQhX",Charles E. Schumer ,D,NY 
45,"RT @TheView: ""What a disgrace! It's monstrous!""

Sen. Chuck Schumer excoriated Pres. Trump while on the Senate floor over his remarks sugge…",Charles E. Schumer ,D,NY 
46,#CancelStudentDebt,Charles E. Schumer ,D,NY 
47,RT @nowthisnews: ‘What a disgrace.’ — Sen. Chuck Schumer called out Pres. Trump for saying that COVID-19 deaths in blue states shouldn’t co…,Charles E. Schumer ,D,NY 
48,"It's September 17th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
49,"Senator Warren and I

have a plan

to #CancelStudentDebt.

https://t.co/vb02CfMNmy",Charles E. Schumer ,D,NY 
50,"RT @SenWarren: I’m joining @SenSchumer on Instagram Live to discuss our plan to #CancelStudentDebt. Either Trump and the GOP can act now, o…",Charles E. Schumer ,D,NY 
51,RT @DataProgress: It's time to cancel student debt. @SenSchumer and @ewarren make the case for the new President cancelling student debt on…,Charles E. Schumer ,D,NY 
52,"RT @SenWarren: Trump &amp; DeVos have blocked debt cancellation at every chance for public servants, defrauded students, &amp; disabled veterans. H…",Charles E. Schumer ,D,NY 
53,RT @SenWarren: Canceling student loan debt will provide immediate relief to millions struggling during this pandemic. It will increase Blac…,Charles E. Schumer ,D,NY 
54,RT @SenWarren: Student loan borrowers were in crisis before COVID-19 plunged our economy into chaos. But the President already has the powe…,Charles E. Schumer ,D,NY 
55,"In 2016, Donald Trump painted a false portrait of a country in crisis and declared “I ALONE CAN FIX IT.”

Four year… https://t.co/Esi2HTK8St",Charles E. Schumer ,D,NY 
56,"#CancelStudentDebt

https://t.co/vb02CfMNmy",Charles E. Schumer ,D,NY 
57,"America is approaching 200,000 deaths from COVID.

But President Trump said: ""If you take the blue states out ... w… https://t.co/lkgQLhq2bc",Charles E. Schumer ,D,NY 
58,"Student loan debt is exacerbating the crisis America is facing.

Today, @SenWarren and I are introducing a Senate r… https://t.co/2K10TvBuq7",Charles E. Schumer ,D,NY 
59,"RT @SpeakerPelosi: As America approaches 200,000 lives lost to the coronavirus, it is clearer than ever that we desperately need the $75 bi…",Charles E. Schumer ,D,NY 
60,"Conspiracy theories can't be allowed to undermine public confidence in our elections.

@SenSanders and I are fighti… https://t.co/rEq8X6pcbq",Charles E. Schumer ,D,NY 
61,"There are far too many racial disparities in our criminal justice system.

We must keep fighting for change.

If De… https://t.co/DaMDGEQSQ9",Charles E. Schumer ,D,NY 
62,"Let me repeat:

We’re in the middle of a pandemic, and President Trump and the Republicans are still suing to end p… https://t.co/b2WhPsHCJ6",Charles E. Schumer ,D,NY 
63,"By the end of the week, 200,000 Americans will have died from COVID.

The lives and livelihoods of the American peo… https://t.co/wWyThHYSQ3",Charles E. Schumer ,D,NY 
64,"After months of Senate Republicans insisting on shortchanging Americans

Trump is finally calling on Republicans to… https://t.co/57l5F1aLVb",Charles E. Schumer ,D,NY 
65,RT @CityofYonkers: Special thanks to @SenSchumer &amp; @SenGillibrand for securing a $11.5 million grant to hire an additional 30 Yonkers firef…,Charles E. Schumer ,D,NY 
66,"It's September 16th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
67,"Today I’m standing with @SenatorDurbin, @SenatorMenendez, &amp; @ChrisVanHollen, to demand Senate Republicans pass… https://t.co/jzvG7hDTey",Charles E. Schumer ,D,NY 
68,RT @SenSanders: We cannot stand by as conspiracy theories about mail-in ballots and disinformation about Election Day results undermine pub…,Charles E. Schumer ,D,NY 
69,"RT @SenSanders: We must reassure the American people that vote-by-mail is safe, every ballot will be counted, and our election will be free…",Charles E. Schumer ,D,NY 
70,"Nothing is more fundamental to democracy than the integrity of our elections

Conspiracy theories can't be allowed… https://t.co/wyGNQFBSpn",Charles E. Schumer ,D,NY 
71,"RT @SenSchumer: Two years ago today in the Senate, we stopped @realDonaldTrump from repealing our health care law &amp; ending protections for…",Charles E. Schumer ,D,NY 
72,"We’re in the middle of a pandemic, and President Trump and the Republicans are still suing to end protections for A… https://t.co/Nap6c3KwDh",Charles E. Schumer ,D,NY 
73,RT @NYDailyNews: Senate Minority Leader Chuck Schumer and Rep. Alexandria Ocasio-Cortez jointly demanded that the feds do more to help fami…,Charles E. Schumer ,D,NY 
74,"This decision hurts TPS holders, their families, and all of our communities. It's just plain wrong.

It's long past… https://t.co/RaxdxRRHoH",Charles E. Schumer ,D,NY 
75,Este #MesDeLaHerenciaHispana celebramos las grandes contribuciones de nuestra vibrante comunidad latina a esta naci… https://t.co/oe7t8oAWdI,Charles E. Schumer ,D,NY 
76,This #HispanicHeritageMonth as we celebrate the extraordinary contributions of our vibrant Latino community to our… https://t.co/3iCBZPSZxs,Charles E. Schumer ,D,NY 
77,"It's September 15th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
78,"Brutal dictators and nationalists have used forced hysterectomies to oppress, punish, and erase marginalized popula… https://t.co/CINlSv0mic",Charles E. Schumer ,D,NY 
79,"I was so proud to stand with @SenMarkey, @RepDebHaaland, and grassroots orgs to introduce THRIVE.

It fights climat… https://t.co/OnJsOxYzvp",Charles E. Schumer ,D,NY 
80,"Like President Trump, Senate Republicans don't seem to take the threat of climate change seriously.

This is about… https://t.co/QbbvUxCuet",Charles E. Schumer ,D,NY 
81,"Donald Trump tried to deny climate change had an effect on the wildfires.

He tried to claim our planet will just “… https://t.co/loOh3yXydx",Charles E. Schumer ,D,NY 
82,"Of the many lies Trump has told about COVID:

Telling Bob Woodward “nothing more could have been done” is one of th… https://t.co/vjWOHm6vxj",Charles E. Schumer ,D,NY 
83,"Secretary Azar must resign immediately.

We need a Secretary of Health &amp; Human Services who will fight for the Amer… https://t.co/78ahJHbU8v",Charles E. Schumer ,D,NY 
84,RT @ShaunWCooper: Thank you @SenSchumer for taking the lead on this bipartisan effort to bring relief to so many small businesses in the en…,Charles E. Schumer ,D,NY 
85,Is this The Onion? White House visitor logs? His tax returns? Should I go on? https://t.co/m5w8ImtAmO,Charles E. Schumer ,D,NY 
86,"“I am fervently committed to getting this done.”

That’s what I told @Leafly.

Check out my interview with them on… https://t.co/TAfasjWRx8",Charles E. Schumer ,D,NY 
87,"Senator McConnell has said he will never bring any marijuana bill to the floor of the Senate.

Here’s what I told… https://t.co/gSlITQVPzd",Charles E. Schumer ,D,NY 
88,"What I told @Leafly about why I’m fighting for the Marijuana Freedom and Opportunity Act:

✔️ It ends federal prohi… https://t.co/wkzbZjKxaq",Charles E. Schumer ,D,NY 
89,"“I am fervently committed to getting this done.”

That’s what I told @Leafly.

Check out my interview with them on… https://t.co/XmGtNXey8x",Charles E. Schumer ,D,NY 
90,RT @TBSOfficial: It was a pleasure to join @SenSchumer and other Long Island musicians/venue staff today to stress the importance of the no…,Charles E. Schumer ,D,NY 
91,"After Senate Republicans spent four months dithering and delaying:

Senator McConnell pushed a partisan, ‘emaciated… https://t.co/1jAK8aYH8S",Charles E. Schumer ,D,NY 
92,"President Trump:

Science knows. You don’t. Democrats will act. You won’t. https://t.co/u2keGb4SJz",Charles E. Schumer ,D,NY 
93,"Proud to stand at @MulcahysPub to fight to #SaveOurStages with:

@ShaunWCooper of Taking Back Sunday @TBSOfficial
A… https://t.co/kwe2nazHYz",Charles E. Schumer ,D,NY 
94,"I’m fighting for the Marijuana Freedom and Opportunity Act in the Senate.

✔️ It ends federal prohibition.
✔️ It ad… https://t.co/dcNYgrO78C",Charles E. Schumer ,D,NY 
95,The time has come to decriminalize marijuana in this country.,Charles E. Schumer ,D,NY 
96,"People are dying.
The air is full of ash.
The sky is orange.
Homes are on fire.
Forests are burning.
And Donald Tru… https://t.co/tbO4VqHW5v",Charles E. Schumer ,D,NY 
97,I want to thank EVERYONE from the grassroots and advocacy orgs who have come together to make the THRIVE Agenda pos… https://t.co/CtWZtjvk9Q,Charles E. Schumer ,D,NY 
98,"It's September 14th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
99,"I was so proud to stand with @SenMarkey, @RepDebHaaland, @SunriseMvmt, @WorkingFamilies, @IndivisibleTeam, and so m… https://t.co/5pfi0kjcGk",Charles E. Schumer ,D,NY 
100,"RT @TMZ: Sen. Schumer Tries Stand-Up Alongside Jerry Seinfeld, Tells Great Joke https://t.co/9mTMFYd1Tq",Charles E. Schumer ,D,NY 
101,"RT @thehill: Schumer: ""Jerry Seinfeld said there are four levels of comedy. First, you make your friends laugh -- I'm sort of at that level…",Charles E. Schumer ,D,NY 
102,"Hello, Jerry.

I’m proud to stand side-by-side with @JerrySeinfeld at the @GothamComedy Club in New York City to fi… https://t.co/HqUTHBV9Am",Charles E. Schumer ,D,NY 
103,"RT @QuickTake: “We would give a grant of up to $12 million each for 6 months … and a place like Gotham can open again.” 

@SenSchumer was j…",Charles E. Schumer ,D,NY 
104,"It's September 13th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
105,"Heartbreaking. American families like the Petrocellis have been devastated by tragedy.

We will never forget our 9/… https://t.co/lCQxtfygka",Charles E. Schumer ,D,NY 
106,"Those who swear an oath to protect and serve must face accountability and consequences for misconduct.

It is past… https://t.co/kvMXgeczDG",Charles E. Schumer ,D,NY 
107,Senator McConnell: Bring the #JusticeInPolicing Act to the Senate floor immediately. Enough is enough. It passed th… https://t.co/4z1pueEQeO,Charles E. Schumer ,D,NY 
108,"This is a big victory for communities across America.

Everyone must be counted.

President Trump’s attempt to targ… https://t.co/iwOzKxRfuK",Charles E. Schumer ,D,NY 
109,"The proof of the urgency of the climate crisis is literally in the air around us:

Wildfires are rampaging across t… https://t.co/ZvBeETywgk",Charles E. Schumer ,D,NY 
110,"It's September 12th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
111,"I was proud to stand with Vice President Biden, Governor Cuomo, and so many more today to honor those we lost on 9/… https://t.co/xsE0hvFExK",Charles E. Schumer ,D,NY 
112,I’m so proud to join @SoundOpinions to talk about why we’re fighting for the #SaveOurStages Act! https://t.co/rb1eELtStH,Charles E. Schumer ,D,NY 
113,"RT @alexclaiborne1: New episode alert!! 🚨 

New buried treasures, plus we talk to TWO senators @amyklobuchar &amp; @SenSchumer about #SaveOurSt…",Charles E. Schumer ,D,NY 
114,Our new THRIVE Agenda is a bold economic renewal plan that puts millions of people back to work building a more jus… https://t.co/rTHVuauqCP,Charles E. Schumer ,D,NY 
115,"This shouldn’t be hard.

We are fighting for money to pay teachers, transit workers, and firefighters.

There is a… https://t.co/u6kAOVDqQj",Charles E. Schumer ,D,NY 
116,We'll #NeverForget those we lost on 9/11 and in the years since. We'll #NeverForget the bravery of the first respon… https://t.co/gnNpPixBhi,Charles E. Schumer ,D,NY 
117,"We will #NeverForget those we lost 19 years ago on 9/11 and in the years since.

We remember the resiliency and the… https://t.co/z4VTxU3yiY",Charles E. Schumer ,D,NY 
118,"The Trump Treasury Department siphoning funds meant to pay for 9/11 workers’ healthcare is outrageous.

These first… https://t.co/ZN3WDg6jaZ",Charles E. Schumer ,D,NY 
119,"We stood with so many amazing activists to launch our THRIVE Agenda today to fight climate change and injustice.

I… https://t.co/lYjxLALqeY",Charles E. Schumer ,D,NY 
120,"President Trump knew.

He lied.

And now nearly 200,000 Americans are dead.

Where the hell are the Senate Republic… https://t.co/WY3nevKJh0",Charles E. Schumer ,D,NY 
121,"The cynical Republican COVID bill was emaciated, inadequate, and designed to fail.

Americans need help now, and Co… https://t.co/mZdPCEWyLH",Charles E. Schumer ,D,NY 
122,"It's September 10th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
123,"We cannot go into the election without the truth about Putin's efforts to interfere in our election

I'm demanding… https://t.co/psI9uWJM0d",Charles E. Schumer ,D,NY 
124,"Public transportation systems are the lifeblood of great American cities, and regional networks connect people to j… https://t.co/zLKkFpSkB5",Charles E. Schumer ,D,NY 
125,"President Trump was lying to the American people about COVID-19 and downplaying the virus.

If there’s a five-alarm… https://t.co/HcdPUa3QFp",Charles E. Schumer ,D,NY 
126,"RT @nowthisnews: DEMS ANNOUNCE ECONOMIC PLAN TO COMBAT RACIAL INJUSTICE, CLIMATE CRISIS: Sen. Chuck Schumer (D-NY), Sen. Ed Markey (D-MA),…",Charles E. Schumer ,D,NY 
127,Sen. McConnell is trying today to jam through his GOP COVID bill that doesn't help renters keep a roof over their h… https://t.co/c9QfEKdVYM,Charles E. Schumer ,D,NY 
128,"RT @AFTunion: “We must pursue a bold, just, and visionary plan of action.” - @SenSchumer 

Thank you Senator Schumer, @RepDebHaaland &amp; @Sen…",Charles E. Schumer ,D,NY 
129,"RT @RepDebHaaland: .@SenMarkey, @SenSchumer, and I will be LIVE introducing a bold economic renewal plan in the face of the intertwined cri…",Charles E. Schumer ,D,NY 
130,"RT @LCVoters: Why is it #TimeToThrive? As @SenSchumer laid out, we are facing a collision of crises &amp; we can’t fix one alone. We can’t solv…",Charles E. Schumer ,D,NY 
131,"I’m standing with @SenMarkey, @RepDebHaaland, @SunriseMvmt, &amp; more to launch our THRIVE Agenda:

✅Fight climate cha… https://t.co/LvFRgDnV33",Charles E. Schumer ,D,NY 
132,"Republican Senators:

Where the hell are you?

This is a national crisis, and President Trump is lying about everyt… https://t.co/tyAaG25LzC",Charles E. Schumer ,D,NY 
133,"RT @MSNBC: Sen. Schumer: ""This time he said he didn't want to panic people. Really? Is this the same president who's busy panicking America…",Charles E. Schumer ,D,NY 
134,"What a joke.

This is the Trump Swamp in a nutshell: DeJoy gets caught and, instead of facing consequences from the… https://t.co/v3VZkuzMsL",Charles E. Schumer ,D,NY 
135,👇👇👇 This! https://t.co/RF7E50822e,Charles E. Schumer ,D,NY 
136,"President Trump reportedly called military heroes ""losers"" and ""suckers""

The White House tried to deny it but he's… https://t.co/hBFHU2Ch7p",Charles E. Schumer ,D,NY 
137,President Trump’s radical Supreme Court nominees would continue the effort to reverse important progress America ha… https://t.co/ivrsfDbOfN,Charles E. Schumer ,D,NY 
138,"President Trump downplayed the threat of COVID-19.

He was lying at a time when early steps would certainly have sa… https://t.co/yjsYumuccG",Charles E. Schumer ,D,NY 
139,It is clear that President Trump’s Supreme Court nominees would undermine every priority middle class Americans care about.,Charles E. Schumer ,D,NY 
140,The names on President Trump’s list of potential Supreme Court nominees are exactly the types of justices the major… https://t.co/fMyFqOlJwq,Charles E. Schumer ,D,NY 
141,"It's September 9th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
142,"Donald Trump lied, and people died.

When I think about how many Americans died in March, and April, and May, and o… https://t.co/z0e9DtPJY7",Charles E. Schumer ,D,NY 
143,"90% of independent venues report that they will have to close permanently without federal funding due to COVID.
 
I… https://t.co/zYuwwKR6BF",Charles E. Schumer ,D,NY 
144,"Senator McConnell didn’t even join the negotiations with Speaker Pelosi, me, and the White House

The bill he put f… https://t.co/C18mpW6HLE",Charles E. Schumer ,D,NY 
145,"The Senate GOP COVID bill leaves out funding for

❌ Food assistance
❌ Rental assistance
❌ State &amp; local govt
❌ Work… https://t.co/gKlLqyXJoN",Charles E. Schumer ,D,NY 
146,"Democrats passed the HEROES Act through the House over three months ago.
 
While Senator McConnell has had the Sena… https://t.co/lbrejA29lT",Charles E. Schumer ,D,NY 
147,"RT @CNNPolitics: Senate Minority Leader Chuck Schumer says ""there is so much missing"" in the Republican coronavirus relief bill that will b…",Charles E. Schumer ,D,NY 
148,"RT @NewDay: “There’s so much missing in the bill. I wouldn’t call it skinny. Their old bill, which was about a trillion dollars, was skinny…",Charles E. Schumer ,D,NY 
149,Indie venues like theaters &amp; concert halls were the first to shut down amid COVID and might be among the last to re… https://t.co/XMprsK4Ufu,Charles E. Schumer ,D,NY 
150,"The Senate GOP's emaciated bill has no money for rental or nutrition assistance, the census, safe elections

It goe… https://t.co/GlYoFpnMnJ",Charles E. Schumer ,D,NY 
151,"Over 6 million confirmed COVID cases

Nearly 190,000 American lives lost

The greatest economic crisis since the Gr… https://t.co/p5hSLhigx6",Charles E. Schumer ,D,NY 
152,The Postal Board of Governors must suspend Louis DeJoy as Postmaster General while these serious campaign finance a… https://t.co/rkBcBUuOmF,Charles E. Schumer ,D,NY 
153,"This new emaciated Republican COVID proposal fails to meet the needs of the American people.

The truth is:

If you… https://t.co/RAWKSNrK0k",Charles E. Schumer ,D,NY 
154,"Over 180,000 deaths from COVID

Over 6 million positive COVID cases

But Senator McConnell &amp; the Senate GOP just wa… https://t.co/lt72fZiDaR",Charles E. Schumer ,D,NY 
155,Even Sen. McConnell has repeatedly stressed that 20 GOP Senators intend to do nothing in the face of this crisis.… https://t.co/7yqcPBHB4q,Charles E. Schumer ,D,NY 
156,The Senate GOP's emaciated bill is only intended to help vulnerable GOP Senators by giving them a ‘check the box’ v… https://t.co/WfUXPrZ52L,Charles E. Schumer ,D,NY 
157,"In May as Americans cried out for help, McConnell dismissed their needs—saying Senate GOP would 'pause'

The GOP's… https://t.co/xlEYfq6QfP",Charles E. Schumer ,D,NY 
158,"It's September 8th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
159,"We need poll workers to make sure our election runs safely and fairly.

These companies giving poll workers a paid… https://t.co/jJReI5ZmHm",Charles E. Schumer ,D,NY 
160,"This Labor Day, we’re so thankful for the work of our incredible essential workers fighting for us across New York… https://t.co/AulCQL3Rv8",Charles E. Schumer ,D,NY 
161,"It's Labor Day, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
162,"This Labor Day, Democrats are fighting for workers, and families, and people across this country.

We must pass the HEROES Act. Immediately.",Charles E. Schumer ,D,NY 
163,"These are very serious allegations that must be investigated immediately, independent of the Trump Justice Departme… https://t.co/3hbpCY9Y6K",Charles E. Schumer ,D,NY 
164,"It's September 6th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
165,"It's September 5th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
166,This is important: I’m standing side-by-side with @SenSanders to make sure we have a plan if President Trump refuse… https://t.co/HsSdU06lGp,Charles E. Schumer ,D,NY 
167,I’m watching 42 again. I still can’t believe that Chadwick Boseman is gone. https://t.co/ak5y6vY2sf,Charles E. Schumer ,D,NY 
168,"Today marks 25 weeks since Breonna Taylor was killed in her home.

For 25 weeks the officers involved have walked f… https://t.co/u1QfdGwRrM",Charles E. Schumer ,D,NY 
169,"It's September 4th, and President Trump still doesn’t have an adequate national testing strategy.",Charles E. Schumer ,D,NY 
170,"Under President Trump’s failed leadership:

Almost 30 million Americans are now receiving unemployment assistance.… https://t.co/iEQsz0Dn3h",Charles E. Schumer ,D,NY 
171,I’m fighting side-by-side with @SpeakerPelosi to stop the Trump administration’s politically motivated efforts to r… https://t.co/ci27nHS4bb,Charles E. Schumer ,D,NY 
172,8.4% unemployment is nothing to brag about. https://t.co/2HPkedFLy5,Charles E. Schumer ,D,NY 
173,Keep your receipts. https://t.co/hWonavUjEu,Charles E. Schumer ,D,NY 
174,Too many lies for too long. https://t.co/A2Nfi7s85d,Charles E. Schumer ,D,NY 
