,tweet,politican
115,"RT @SenJeffMerkley: Authoritarian governments, not democratic republics, send unmarked authorities after protesters. These Trump/Barr tacti…",Warren
116,"Canceling student loan debt would stimulate our economy through this pandemic, give relief to millions of Americans… https://t.co/nnAw4Vs2Pv",Warren
117,People outside of Washington get it: one way to address the economic crisis facing working families is to broadly c… https://t.co/lSKNgobkDX,Warren
118,"If Facebook is committed to fighting disinformation on Facebook &amp; Instagram like they claim they are, they must imm… https://t.co/HMz2MDjSkB",Warren
119,"The #ClimateCrisis is too important to let conspiracy theorists, corporate polluters, &amp; armies of lobbyists, bought… https://t.co/WHbrX2vs3V",Warren
120,Trump isn’t the only one who gets a pass to spread disinformation on Facebook. Facebook has a new fact-checking loo… https://t.co/fsYaLefdMV,Warren
121,"Our country is about to face an avalanche of evictions during the pandemic that will hit Black, Brown, &amp; low-income… https://t.co/7AaFZHNYZA",Warren
122,"RT @SenatorBaldwin: This so-called “amazing deal” is good for the big drug companies… but it’s bad for U.S. taxpayers.

I joined @SenWarren…",Warren
123,Next week marks the 10th anniversary of President Obama signing Dodd-Frank – the Wall Street reform bill that creat… https://t.co/z2I8DDbfg7,Warren
124,HHS @SecAzar claimed Trump got an “amazing deal” on the COVID-19 drug remdesivir – but the US is paying the highest… https://t.co/EqXtinyMWy,Warren
125,"RT @SenWhitehouse: Score another win for polluters at the hands of its lackey, President Trump. Kneecapping the environmental review proces…",Warren
126,The COVID-19 public health emergency declaration has helped states like Massachusetts expand life-saving services d… https://t.co/TgghxFKmzR,Warren
127,I’ve got a bill that would make #TaxDay easier by allowing millions of Americans to simply sign &amp; return a pre-fill… https://t.co/gdOCKSjLsy,Warren
128,"For 5+ years, I've pushed to replace the IRS Free File program that let tax prep companies trick people into paying… https://t.co/Xl4d6Sk6ik",Warren
129,"RT @theappeal: On #TheBriefing, @SenWarren on the need to strengthen renter protections: “We've seen reports that even renters who should h…",Warren
130,"Domestic workers like Lydia are on the frontlines of this pandemic, &amp; I’m fighting for an Essential Workers Bill of… https://t.co/RMDU8J61Gu",Warren
131,"RT @nytopinion: ""Our competitors openly envy our capacity to welcome and adopt talent from everywhere. I fear lately that we will recognize…",Warren
132,Trump's actions make it harder to consider project impacts &amp; resilience to the #ClimateCrisis &amp; make it harder for… https://t.co/4YnBzbtyhG,Warren
133,Trump is once again selling out &amp; silencing communities in favor of giant corporate polluters. Rolling back NEPA re… https://t.co/bnzfYDMJOO,Warren
134,Health officials need trustworthy and transparent data to fight COVID-19. I'm concerned this is an attempt to polit… https://t.co/C3Xai7gGu0,Warren
135,"I first raised concerns about political interference at the @CDCgov in March, but the problem has only gotten worse… https://t.co/MAOcCU0F7J",Warren
136,Black families who have suffered from decades of housing discrimination &amp; economic injustice are often stuck living… https://t.co/70QmgMx39X,Warren
137,"Donald Trump needs to stop pretending that if he just ignores the bad news about COVID-19, it will go away. It won’… https://t.co/PZsSX6ZIw2",Warren
138,"RT @MassAGO: $50 billion.

That's the minimum amount of money we need to keep the childcare system afloat. That's what I asked for in a let…",Warren
139,Uber and Lyft’s business model depends on misclassifying drivers as contractors so they don’t receive basic labor p… https://t.co/tuLIVmxWUl,Warren
140,RT @NPWF: 👏 We commend the true leadership from @SenWarren &amp; @RepPressley who exposed the Trump Admin’s failure to prioritize and report he…,Warren
141,"RT @theappeal: As eviction moratoriums expire, the fallout will exacerbate a nat'l housing crisis that already disproportionately harms Bla…",Warren
142,I’m glad the Trump admin agreed to rescind this dangerous &amp; xenophobic #StudentBan policy after we demanded they re… https://t.co/KTWPLQVNzK,Warren
143,"If cash-strapped local governments have to cut more jobs and services, Black and Latino families will get another p… https://t.co/7BQ2OqlbDe",Warren
144,I hope you’ll tune in at 4 PM ET for this important discussion on the housing crisis in our country. https://t.co/MxFHisQT6j,Warren
145,"Trump's cronies haven't prioritized the stark racial disparities of COVID-19, but their failure is even bigger than… https://t.co/JiqUzDU1t2",Warren
146,"Back in February, Trump’s radical, unqualified Fed nominee Judy Shelton told me she was “not yet familiar” with the… https://t.co/48uz8iezO3",Warren
147,President Obama didn’t ignore the COVID-19 crisis until it was too late to stop it or fail every step of the way to… https://t.co/T6lQJfk5p4,Warren
148,"We all want to be able to safely reopen schools, but @BetsyDeVosED and our federal government don't have a plan. Th… https://t.co/WdcOWCRJ1P",Warren
149,RT @SenSherrodBrown: Every single one of my @SenateBanking Dem colleagues and I are urging Chairman @MikeCrapo to hold another hearing on J…,Warren
150,"RT @SenSchumer: I’m standing with @SenWarren and @RepPressley.

Because President Trump using a pandemic to throw out international student…",Warren
151,"RT @BerniceKing: We remember you, sister. 🖤

#SandraBland https://t.co/gG0xn9rYNY",Warren
152,"Systemic racism – in health care, housing, jobs, &amp; more –have left Black &amp; Latinx Americans of all ages at greater… https://t.co/8INErBVoTV",Warren
153,RT @RepJayapal: Forcing international students to leave their campuses and threatening to deport them serves absolutely no purpose—outside…,Warren
154,Massachusetts can become the 2nd state in the US to limit qualified immunity for police officers. The @MA_Senate sh… https://t.co/0xC81ngVJV,Warren
155,RT @teammoulton: Foreign students shouldn't be kicked out because they're streaming classes.  It's dangerous to send people home. It's dumb…,Warren
156,I’m glad big corporations are urging Trump to protect our Dreamers. But don’t forget: the House passed the American… https://t.co/Lj9N7sOtqk,Warren
157,"I’m proud of our @MassCCs, @MassDHE state universities, and @UMass schools for denouncing @ICEgov and @DHSgov’s pol… https://t.co/843UwNYirE",Warren
158,"""The Confederate base names are a legacy of a shameful compromise with white supremacy."" The @nytopinion editorial… https://t.co/KgzDigfjxj",Warren
159,"Millions of workers lose track of 401(k)s when they leave jobs, costing Americans billions of dollars in retirement… https://t.co/qM2FKtdyZS",Warren
160,"Congratulations, LTJG Swegle! You make the @USNavy and our country stronger. https://t.co/9InUQ6MVzJ",Warren
161,Donald Trump has abandoned the rule of law and made a mockery of our democracy. He truly is the most corrupt presid… https://t.co/tQ8S4q4GZ7,Warren
162,"RT @RepKClark: Trump's new policy to force out international students at US colleges &amp; universities is cruel, unconscionable, and only risk…",Warren
163,12 of the 15 largest COVID-19 clusters in the US are in jails &amp; prisons. I want @ACAinfo to explain how they are en… https://t.co/eFQLN5tWjq,Warren
164,RT @RepJerryNadler: The Trump Admin's threat to deport international students if their universities move to online learning has no public h…,Warren
165,RT @RepPressley: .@ICEgov's plan to threaten international students at our colleges &amp; universities with deportation is xenophobic &amp; risks t…,Warren
166,I'm glad the Massachusetts legislature is considering steps to address predatory debt collection and its disproport… https://t.co/Xjq7n9WnoQ,Warren
167,RT @SenMarkey: ICE’s new guidance would force many international students to make an impossible decision: expose yourself to COVID-19 or ri…,Warren
168,"RT @DebtCrisisOrg: We just delivered *1.2 MILLION* petition signatures to @SenWarren. Thank you to all students, #studentloan borrowers, pa…",Warren
169,"Threatening to deport international students &amp; using them as pawns to coerce colleges to reopen this fall is cruel,… https://t.co/N9TCAesnzc",Warren
170,"RT @LambdaLegal: We're proud to have endorsed the Assisted Living Facility Coronavirus Reporting Act.

We must bring greater transparency a…",Warren
171,"If giant corporations truly care about sustainability &amp; combating the #ClimateCrisis, rather than just greenwashing… https://t.co/yuxdniAghQ",Warren
172,It should never take a court ruling to find out what the President's hiding in their financial records. Let’s fix t… https://t.co/Z0WdsjqtEy,Warren
173,The Supreme Court reaffirmed today what everyone but Donald Trump already knew: nobody is above the law – not even… https://t.co/jgZbzD3AEG,Warren
174,Giant meatpacking companies have exploited the COVID-19 pandemic and endangered the lives of their workers – especi… https://t.co/s4bdsMVI2y,Warren
175,Puerto Rico was already crushed by a debt crisis from Wall Street vulture funds before recent hurricanes &amp; earthqua… https://t.co/lwEkRvEi60,Warren
176,"Big Ag corporations have squeezed out small family farms, crushed competition, &amp; exploited workers while regulators… https://t.co/17ESSvziWg",Warren
177,Investors know the #ClimateCrisis threatens our communities &amp; economic stability. Today I told @WSJOpinion: it's wr… https://t.co/pLX5J058xP,Warren
178,"No one should look to Donald Trump or Betsy DeVos for public health advice – especially not the @CDCgov.

Schools c… https://t.co/54zTen8P8T",Warren
179,RT @MassDPH: Help us stop the spread of COVID-19 by getting tested. Residents of these 8 communities with high rates of COVID-19 can get te…,Warren
180,"For months &amp; months, our doctors, nurses, cities, &amp; states have begged for PPE. How many more of these stories need… https://t.co/OZb5Prz95j",Warren
181,"We can, and must, stop mass evictions.
 
Congress must pass my universal eviction moratorium bill to guarantee fami… https://t.co/MXcCHG5Xcd",Warren
182,The Supreme Court’s ruling to let employers deny birth control coverage is an attack on basic health care. It’s als… https://t.co/kI6KDNOjRo,Warren
183,"Hey @USDOL, glad you’re encouraging workers to file COVID-19 complaints. Now try:
✅ Actually investigating those co… https://t.co/u8egHtjvEh",Warren
184,"Massachusetts faces 2 outbreaks this summer: the ongoing COVID-19 pandemic, &amp; the mosquito-borne EEE that killed 15… https://t.co/ihcpQWAmrD",Warren
185,"Tens of millions of Americans have lost their jobs during this pandemic, small businesses are struggling, &amp; Trump’s… https://t.co/88APHp7gqE",Warren
186,"Cuando la economía colapsó en 2008, los latinos fueron algunos de los más afectados. Si el gobierno no actúa ahora,… https://t.co/n8vUSM0VcV",Warren
187,"When our economy crashed in 2008, Latinos were some of the hardest hit. If the government doesn't act now, COVID-19… https://t.co/qBNqThKg2w",Warren
188,The COVID-19 pandemic is not over and grocery store workers are still putting their lives on the line to keep Ameri… https://t.co/Qjgq67cxwP,Warren
189,"Our government didn't have a stabilization and recovery plan when Wall Street crashed our economy in 2008, or when… https://t.co/u1N7ozqZCR",Warren
190,The expansion of unemployment benefits during COVID-19 has been a lifeline for families and for the economy. A fair… https://t.co/Zt4xwyyup7,Warren
191,I introduced the DoD Ethics &amp; Anti-Corruption Act last year to limit defense contractors' influence. I also have th… https://t.co/59astMxPaM,Warren
192,"I fought former Raytheon lobbyist @EsperDOD’s nomination because of his conflicts of interest. Current, former &amp; fu… https://t.co/797qNmCEry",Warren
193,Kicking international students out of the US during a global pandemic because their colleges are moving classes onl… https://t.co/M4oIwjn6mM,Warren
194,Communities across the country are calling for real reforms to end the systemic racism that plagues policing in Ame… https://t.co/Y6Dhq0xdtq,Warren
195,"The Enhancing Oversight to End Discrimination in Policing Act would:
✅ Rescind the Sessions limits on the use of co… https://t.co/bOaJdr7m2F",Warren
196,"Under Obama, @TheJusticeDept investigated racist policing &amp; forced police depts to reform. Trump's DOJ made it hard… https://t.co/0WTwG7B5QR",Warren
197,"RT @NRDems: In May, @RepRaulGrijalva led an amicus brief with his House &amp; Senate colleagues urging the closure of the Dakota Access Pipelin…",Warren
198,RT @SenBooker: US meatpacking companies lobbied Trump to keep their plants open during a pandemic—putting workers’ lives at risk—in order t…,Warren
199,The @NYTimes shouldn’t have to sue the @CDCgov for access to COVID-19 racial disparities data that confirm Black &amp;… https://t.co/ol5Wvr5MNE,Warren
0,The coronavirus does not care that we are divided. The coronavirus will not care if Washington Democrats decide it… https://t.co/Vr93EAsZI9,McConell
1,The historic CARES Act has helped families endure this crisis. But our nation is not done with this fight. More Ame… https://t.co/Qbw78TGWJL,McConell
2,"I joined @CNBC to discuss Senate Republican's HEALS Act. 

The pandemic is not finished. The economic pain is not f… https://t.co/tOfGCaN5DS",McConell
3,"RT @SenateGOP: This is a plan to safely return to school.

and responsibly reopen.

This is a plan to support health care workers.

and fin…",McConell
4,Tune in now to @CNBC. I am joining @kaylatausche ~3:05 PM ET to discuss Senate Republicans' HEALS Act — our framewo… https://t.co/66Hd2MfdLb,McConell
5,Our Democratic colleagues want to pretend it is controversial that taxpayers should not pay people more not to work… https://t.co/hQSD90LBPk,McConell
6,Our nation stands at a challenging crossroads. We have one foot in this pandemic and one foot in the recovery. What… https://t.co/bcfCKNg4L5,McConell
7,Republicans have created a serious framework. The question is whether Democrats will come to the table in good fait… https://t.co/gBaR5PHhco,McConell
8,We have produced a tailored and targeted bill that will address each of the three distinct crises facing our countr… https://t.co/Icmm3jbfYd,McConell
9,RT @SenateGOP: STARTING SOON: ➡️ Join us live as Senate Republicans release the HEALS Act.  https://t.co/MXVgaY3EV7,McConell
10,"COVID-19 has killed nearly 150,000 Americans. 17 million people are out of work. The virus is still with us and the… https://t.co/ZkE1VEP0jP",McConell
11,"This terrible virus is still with us and America’s fight continues. Across the country, by taking commonsense steps… https://t.co/ygDaInHQf4",McConell
12,The CARES Act provided Kentucky and our nation with the tools to endure the first phase of the coronavirus crisis.… https://t.co/Q2xOztbIBP,McConell
13,The Senate majority has assembled a framework for CARES 2. It is tailored precisely to this phase of the crisis to… https://t.co/wWk0tQEJX8,McConell
14,Our nation stands at a critical midway point in our fight against the coronavirus. Far too many families are contin… https://t.co/nJDkeGMTVx,McConell
15,The Senate just advanced the 60th annual National Defense Authorization Act to keep our Armed Forces on the cutting… https://t.co/RVy5VZH4f5,McConell
16,The House just passed @SteveDaines and @SenCoryGardner ‘s Great American Outdoors Act. Next stop: The White House t… https://t.co/Dq5QInwMKL,McConell
17,"A very happy 97th birthday to my great friend, @SenatorDole. Millions of people continue to benefit from the causes… https://t.co/cId0BOtoSi",McConell
18,"Today, the Senate will vote on a Democrat amendment to slash defense spending that was advertised in an op-ed title… https://t.co/5gUqPTj9Wh",McConell
19,The American people cannot completely stop building their lives until a vaccine is available. The U.S.A. was not bu… https://t.co/4kIvDW8DS8,McConell
20,"At the outset of this crisis, the Senate wrote and passed the historic, bipartisan CARES Act. It helped pull our he… https://t.co/6Aov3tNYvW",McConell
21,"Dr. Martin Luther King, Jr. famously said “the arc of the moral universe is long, but it bends toward justice.” Our… https://t.co/VevJYbvJN6",McConell
22,Our country can’t afford a second epidemic of frivolous lawsuits while we fight the COVID-19 pandemic. The next rel… https://t.co/LmIQ00isM0,McConell
23,I will never forget joining hands with John as Congress sang We Shall Overcome at a 2008 ceremony honoring his frie… https://t.co/6fqX2uufNr,McConell
24,"The Senate and the nation mourn the loss of Congressman John Lewis, a pioneering civil rights leader who put his li… https://t.co/FTnFvVMDQ9",McConell
25,My statement on the passing of Congressman John Lewis: https://t.co/sFuU8cqPc8,McConell
26,The CARES Act didn't just give Main Street a fighting chance. The Senate’s historic legislation has also given rura… https://t.co/pvOyzNSyz8,McConell
27,"The Paycheck Protection Program helped 48,000 Kentucky small businesses. From coast to coast, small businesses rece… https://t.co/NLn66REFM0",McConell
28,"Glad our friends and partners are stepping up to check China. Freedom-loving nations must stand together for peace,… https://t.co/hEE6CnDRkB",McConell
29,"Any future COVID relief package needs to be measured, with a focus on getting kids back in school safely, workers b… https://t.co/wdf4KAy37b",McConell
30,Expanding the availability of testing is one of the best ways to slow the spread of the coronavirus. We’ve seen Ame… https://t.co/c0UGIWOdGE,McConell
31,Kentucky’s law enforcement officers know the HIDTA program unlocks crucial resources for our fight against drug abu… https://t.co/FiZEni9RwK,McConell
32,We can’t get our country back to normal unless we have kids in school. That’s what a future COVID relief would focu… https://t.co/wrxNk6jBZj,McConell
33,The CARES Act is continuing to provide much-needed support to healthcare heroes in Kentucky and across America. I’m… https://t.co/LN9W5xDkkY,McConell
34,"Happy Fourth of July!
 
Let’s celebrate the high virtues of our nation. Let’s honor the leaders who made our countr… https://t.co/yn12NxGKh0",McConell
35,The Democratic Party is increasingly saying they’ve lost patience with playing by the rules and plan to declare war… https://t.co/2ZzdxYahfK,McConell
36,ICYMI: I joined @DanaPerino to discuss the Senate’s leading role in coronavirus relief and the importance of legal… https://t.co/GNMG0bvV2Q,McConell
37,The Speaker has chosen to spend the House’s time this week on a cousin of the Green New Deal masquerading as a high… https://t.co/3nbl0ARddT,McConell
38,TUNE IN: I will be joining @DanaPerino ~2:40pm ET to discuss Senate Republicans' accomplishments and our work on coronavirus relief.,McConell
39,Finally. Twenty-some days and several deaths too late. The rule of law must not fade in and out with the fashions o… https://t.co/54uh5LEyHP,McConell
40,"Senate Republicans led the CARES Act, the biggest rescue package in American history that helped our nation weather… https://t.co/L3niHi6Gw2",McConell
41,More disastrous steps by Beijing to tighten their grip on Hong Kong. Congress and the Administration have taken str… https://t.co/nui1TiVq1Z,McConell
42,House Democrats' last attempt at a coronavirus response was a go-nowhere liberal wish list that even the media laug… https://t.co/xsx9gAe2db,McConell
43,"We must have no stigma, none, about wearing masks when we leave our homes and come near other people. Wearing simpl… https://t.co/k5KtiLO72w",McConell
44,ICYMI: I joined the @GuyBensonShow to discuss Senate Democrats’ blocking police reform and the Senate’s historic ju… https://t.co/g3pTRNqKxg,McConell
45,TUNE IN: I’m joining @GuyBensonShow at 4:00pm ET to discuss Senate Democrats’ obstruction of police reform and our… https://t.co/3J127Ix4BA,McConell
46,Democrats say they disagree with parts of @SenatorTimScott’s bill. Fine. The Senate has a way to settle policy diff… https://t.co/tMbwgwvhGP,McConell
47,Democrats just blocked the Senate from even considering police reform. They threatened to do this unless I let them… https://t.co/4WSJ9pe1vA,McConell
48,"RT @SRCC: .@SenatorTimScott on the JUSTICE Act: ""If you don't think we're right, make it better. Don't walk away. Vote for the motion to pr…",McConell
49,The Senate has confirmed 200 of President Trump’s nominees to lifetime appointments on the federal bench. With toda… https://t.co/8qMKxA7BvM,McConell
50,“Equal protection of the laws” means that mayors and governors cannot selectively stand down because they fear the… https://t.co/f0MBBkicvd,McConell
51,"If the far left cannot distinguish between Confederate generals and Washington, Jefferson, and Grant, they have com… https://t.co/IeAUU5JMRM",McConell
52,"Later this week, thanks to @SenatorTimScott, the Senate will vote to consider police reform legislation on the floo… https://t.co/ESrcKIA2Ws",McConell
53,Thinking of my dad today. Happy Father’s Day to all the dads in Kentucky and across our great country. https://t.co/fBxq8H6eDn,McConell
54,I just spoke in Kentucky about Juneteenth and America’s continued work to overcome the stain of our original sin. W… https://t.co/1Odlwz0QQP,McConell
55,The Senate just confirmed @POTUS's exceptional choice to sit on the second-most-important federal bench. We Kentuck… https://t.co/SBoNAgbyD6,McConell
56,"The JUSTICE Act provides solutions on police reform that are sober, serious, and significant. The Senate should add… https://t.co/mdH6rZt5F0",McConell
57,"Sadly, Democrats began attacking the JUSTICE Act proposal before it was even released.
 
The Senate has recently pu… https://t.co/5WD998rjTG",McConell
58,".@SenatorTimScott has put together a strong and significant proposal to increase transparency, grow accountability,… https://t.co/Y7GzIJJPB5",McConell
59,"When Black Americans tell us they do not feel safe in their own communities, we need to listen. When citizens lack… https://t.co/blCeJjySlS",McConell
60,"RT @SenateGOP: STARTING SOON: Senate Republicans and @SenatorTimScott unveil the JUSTICE Act

Join us LIVE at approx. 9:30amET ⬇️ https://t…",McConell
61,Elaine and I are stunned and heartbroken by Carol Barr’s passing. Her warmth filled whatever room she entered. Her… https://t.co/ySHjeBQiQ1,McConell
62,"RT @SenatorTimScott: Tomorrow morning at 930a, we’ll be introducing the #JUSTICEAct, focusing on police reform, accountability and transpar…",McConell
63,"With our country facing a pandemic, an historic economic disruption, and a major discussion of racial justice, Spea… https://t.co/O8XFcFtDOg",McConell
64,"Public lands preserve our nation’s beauty, provide recreation for American families, and help their local economies… https://t.co/rRQDWmNSZJ",McConell
65,The landmark Great American Outdoors Act will help Kentuckians preserve our public lands and ensure that outdoor re… https://t.co/MEDuqRaWVE,McConell
66,Our republic can survive a pandemic. It can survive civil unrest. But ideas and deliberation are our foundation. Am… https://t.co/LOL7MZSiIo,McConell
67,The liberal tradition in this country used to pride itself on broad-mindedness. But we have spent years watching el… https://t.co/Orrl3X8ugb,McConell
68,"The American people’s response to COVID-19 has been brave and patriotic. For months, citizens have sacrificed an en… https://t.co/JiDTyyosCT",McConell
69,"Speech, assembly, and the free exercise of religion are all sacrosanct liberties. Mayors cannot play ""red-light, gr… https://t.co/HZJJfjlIaN",McConell
70,"I strongly &amp; fully support Americans' right to peacefully protest. But through no fault of the demonstrators, recen… https://t.co/FwLShuyw7A",McConell
71,"Abolishing police would only take us farther away from the safety, justice, and equal protection of the laws that e… https://t.co/vPYu1CMAX3",McConell
72,"Every year, millions of Americans turn to National Parks sites, National Wildlife Refuges, &amp; millions of acres of p… https://t.co/qoAlwVu5kN",McConell
73,"Today, President Trump signed new legislation that will make the PPP even stronger. In addition to @SenatorCollins… https://t.co/8Rs4bnpj7d",McConell
74,"Because of the Paycheck Protection Program from @SenatorCollins &amp; @MarcoRubio, tens of millions of Americans have k… https://t.co/mKqTJ308VY",McConell
75,This crisis is not over. Our economic comeback is just beginning. But even in these early days of our careful reope… https://t.co/pZiEGHzivk,McConell
76,"The Chinese Communist Party has cheated on trade, stolen foreign technology, executed long-term plans to target the… https://t.co/rkX62c49ZA",McConell
77,"Thirty-one years ago, brave Chinese people flooded Tiananmen Square because they hoped a more modern and prosperous… https://t.co/cLtuNA3SNF",McConell
78,I am glad President Trump has assembled such an impressive team that is working hard for all Americans. (3/3),McConell
79,I appreciate their dedicated work at this difficult time for our nation and their steadfast commitment to their con… https://t.co/XFexRtYyzQ,McConell
80,"In these challenging times, the President and the American people are very well-served by the expert advice and pri… https://t.co/EQkhVmbBNt",McConell
81,Our nation is united in horror and opposition to the violent killing of Mr. Floyd. It is well past time that we als… https://t.co/W27Sfr78gT,McConell
82,"RT @SenateGOP: You do not advance peace by committing assault. 

You do not advance justice by inflicting injustice upon your neighbors.…",McConell
83,"Every one of us has an obligation to distinguish peaceful protests over the killings of George Floyd, Breonna Taylo… https://t.co/v8RvXcNs6P",McConell
84,"State and local leaders must quickly disrupt outside agitators, restore order, and protect citizens. If they can't… https://t.co/Nr7ufnYpgD",McConell
85,Americans have watched peaceful protests hijacked into violent riots that inflict the kind of injustice they suppos… https://t.co/4SvlMvUr7w,McConell
86,I have fought for civil rights and the First Amendment. I completely support Americans’ rights to peaceably protest… https://t.co/1nfaLPCNRF,McConell
87,But here’s something that requires no investigation: In no world can arresting a man for an alleged minor infractio… https://t.co/px8o4tCiVo,McConell
88,This is an hour of great pain for our nation. Americans everywhere have been grieved and horrified by the killings… https://t.co/lU4IbaZlJ7,McConell
89,"Our city, our state, and our country have to pull together. My full statement on the protests and riots in Louisvil… https://t.co/LycmbqjcLP",McConell
90,Our country is starting to carefully re-open. Any further legislation will need to focus on practical solutions tha… https://t.co/tkHVP897bj,McConell
91,From the heroic health professionals at @UK_HealthCare to the James B. Beam Institute for Kentucky Spirits making h… https://t.co/Lp1DPGWFv7,McConell
92,Today I had the honor to thank some of Kentucky’s front-line healthcare professionals. When our nation comes throug… https://t.co/ehGIAqmSGF,McConell
93,"The CARES Act is investing billions of dollars into families, healthcare workers, and small businesses across the c… https://t.co/NMFd1gf7F6",McConell
94,"As we continue to meet a new generation of American heroes, we set Memorial Day aside to honor the memory of brave… https://t.co/5OFrKlXabo",McConell
95,House Democrats are playing with perpetual impeachment while the Senate fights the pandemic. Speaker Pelosi is in n… https://t.co/9a4HX00zhU,McConell
96,"All month, the Senate has been on the job, attending to the needs of our nation. The real contrast is with the Hous… https://t.co/m9nRQHjORa",McConell
97,"We need to work smart here. Help the people who are desperately in need, try to save as many jobs as possible, begi… https://t.co/DP5z9gTrtP",McConell
98,TUNE IN 📺: I will be joining @marthamaccallum ~7:00 PM EST to discuss the House Democrats’ obsession with impeachme… https://t.co/qrVYr6WRjs,McConell
99,"These past few months have been terrible and trying for our country. But in the midst of this tragedy, our country… https://t.co/N9EPUENjSf",McConell
100,House Democrats have been missing in action for months. They just forced through a remote voting scheme so they can… https://t.co/0P1iSnpVaJ,McConell
101,"My hometown of Louisville, Kentucky is home to the baseball bat factory that makes the world-famous Louisville Slug… https://t.co/zVu51UqYyu",McConell
102,"You can’t make this up: During a global crisis, House Democrats are arguing that the acquittal of President Trump d… https://t.co/vVS4oorwwh",McConell
103,The Senate is working for the American people during this crisis. We’ve been in session for weeks. House Democrats… https://t.co/voaAGI4arT,McConell
104,The Senate passed FISA reforms last week. We'll soon confirm a new Director of National Intelligence. And led by… https://t.co/aj87J1cIzA,McConell
105,Democrats spent years hyping the Russian collusion conspiracy theory. That collapsed upon investigation. Here’s wha… https://t.co/Ub9JJx6a7V,McConell
106,I am glad to announce that Senator @MarcoRubio has accepted my invitation to serve as Acting Chairman of the Senate… https://t.co/9nM9lnZ7Sq,McConell
107,A new generation of American heroes has been called to serve their neighbors and their nation. They are showing up… https://t.co/LH9BE7EqJP,McConell
108,The House has been at home for two months. They gave themselves no assignments except developing this proposal. Yet… https://t.co/2iXFl7n4PN,McConell
109,"This week Speaker Pelosi published an 1,800-page catalog of left-wing oddities &amp; called it a coronavirus relief bil… https://t.co/cHPygXG5va",McConell
110,Forget about this $3 trillion left-wing wish list that even House Democrats are criticizing. Republicans are focuse… https://t.co/TmapUjDFKR,McConell
111,"80,000 Americans have died. More than 20 million have lost their jobs. Most people call that a crisis. But leading… https://t.co/TU2KFecaZp",McConell
112,The Democrats’ supposed coronavirus bill includes taxpayer-funded studies to measure “diversity and inclusion” in t… https://t.co/XVo3wvLOtl,McConell
113,Washington Democrats have been transparent: They see this national tragedy as a ripe partisan opportunity to pass l… https://t.co/uaYv5B3dOo,McConell
114,"The coronavirus pandemic is a serious crisis, so the Senate’s response has been serious. The Senate took a blank sh… https://t.co/DIAarHQm4O",McConell
115,TUNE IN 📺: I will be joining @BretBaier ~6:15 PM EST to discuss House Democrats’ unserious $3 trillion wish list an… https://t.co/HZEQSA3Phg,McConell
116,The Senate will keep working seriously on this serious pandemic. We wrote the CARES Act. Now we’re back in Washingt… https://t.co/sqVb1mUNdk,McConell
117,House Democrats had a blank slate to propose any vision for the recovery. This draft is all they have done for two… https://t.co/IlkMWMs4Sn,McConell
118,"House Democrats’ huge new bill would cut taxes for blue-state millionaires, send government checks to illegal immig… https://t.co/IqJZ7eYtIJ",McConell
119,The Paycheck Protection Program is continuing to provide critical relief for small businesses across America. The m… https://t.co/YZWQAtnHLp,McConell
120,Senate Republicans are preparing a major package of COVID-related liability reforms to foster economic recovery. We… https://t.co/OgHSPZYPGJ,McConell
121,More than two-thirds of independent business owners say they are worried about a legal liability minefield getting… https://t.co/FMncoM0GbI,McConell
122,"During the pandemic, our nation continues to meet new American heroes &amp; draw inspiration from their stories. Today… https://t.co/x4ROsCN6pZ",McConell
123,"The Paycheck Protection Program is helping nearly 42,000 Kentucky job creators &amp; millions of small businesses natio… https://t.co/qxaNkAZ3A8",McConell
124,Thinking of my mom Julia today. Happy Mother’s Day to all the moms in Kentucky and across our great country. https://t.co/MMEcbBIsLv,McConell
125,"Today was also meant to be the dedication for the Eisenhower Memorial. But as in Ike’s time, a monumental challenge… https://t.co/z0uuHVWt2d",McConell
126,"Today marks 75 years since V-E Day, the end of WWII in Europe. As Americans work together to emerge from a global c… https://t.co/IhQMOSMmKV",McConell
127,"Strong legal protections will be essential as our economy reopens. As of a week ago, 771 lawsuits had already been… https://t.co/aiEWDg6yKm",McConell
128,"The Chinese Communist Party even used the pandemic as cover to arrest peaceful Hong Kong democracy activists, inclu… https://t.co/jzdG5H4y4C",McConell
129,Our National Day of Prayer certainly comes at the right time this year. Let’s pray for everyone who is sick and suf… https://t.co/E5YAxlOF8u,McConell
130,TUNE IN 📺: I will be joining @DanaPerino ~2:00 PM EST to discuss the Senate's role in continuing to strengthen our… https://t.co/vWyowhUWbD,McConell
131,This pandemic originated in China. Its global spread was made worse by China’s unconscionable efforts to cover it u… https://t.co/4g1YXkdBqF,McConell
132,"While we fight COVID-19, we can’t forget all the other threats we still face. Terrorist cells, hostile foreign inte… https://t.co/m0nYar7HqA",McConell
133,"Every day, I hear more inspiring stories from my home state about Kentuckians finding creative ways to pitch in. Th… https://t.co/tGGjFBWy7h",McConell
134,Judge Justin Walker is a brilliant legal expert whose record earns praise all across the political spectrum. He is… https://t.co/DCMFSNtLnv,McConell
135,The Senate is not going to let either the coronavirus or reflexive partisanship stop us from doing crucial national… https://t.co/cxI8eTk5Iz,McConell
136,Even though the Democrats’ own top member on the Intelligence Committee praises this nominee and wants a swift conf… https://t.co/MAExquf4vb,McConell
