,tweet,politican,Party,State
1,"RT @AndrewWardKLKN: WATCH - Pretty incredible moment the procession for Officer Mario Herrera arrived at Pinnacle Bank Arena. 
First time b…",Deb Fischer ,R,NE 
2,On the 19th anniversary of one of our nation’s darkest days—the 9/11 terrorist attacks—we come together to pay trib… https://t.co/wjcTt5f4Mo,Deb Fischer ,R,NE 
3,"Had a good discussion this morning with Lt. Gen. Loh, Director of the @AirNatlGuard. It was great talking about the… https://t.co/fI30i1cSN8",Deb Fischer ,R,NE 
4,"While our state wasn’t impacted by Hurricane Laura, it didn’t stop Nebraskans from helping those who were. Read in… https://t.co/SZDg1D6BA4",Deb Fischer ,R,NE 
5,My deepest sympathies are with the Herrera family and @Lincoln_Police after the tragic passing of Investigator Mari… https://t.co/ZDgxS02twG,Deb Fischer ,R,NE 
6,"Today, we honor all of America’s hardworking men and women. This year, I am especially grateful for our health care… https://t.co/3kXVXoENKC",Deb Fischer ,R,NE 
7,"RT @GrowthEnergy: .@SenatorFischer nails it. You can't untie biofuels, ag and Nebraska from one another. Biofuels are key, and when agricul…",Deb Fischer ,R,NE 
8,Today @FEMA announced a $62 million grant is heading to NE to fund protective measures &amp; respond to COVID-19. I app… https://t.co/KnINGa0Xar,Deb Fischer ,R,NE 
9,The Northeast Nebraska Economic Development District has received a $2.2 million grant provided by the CARES Act to… https://t.co/peT8ERrS6S,Deb Fischer ,R,NE 
10,Thank you @OmahaSteaks for stepping up during this difficult time by teaming up with the @SalvationArmyUS to provid… https://t.co/K971OP0nnE,Deb Fischer ,R,NE 
11,"While we are still recovering from COVID-19, there are signs that we are bouncing back. Read in this week’s column… https://t.co/Vu7PnOxnbq",Deb Fischer ,R,NE 
12,"Taiwan is an important market for NE agriculture, and this deal represents another critical trade victory that will… https://t.co/XtPCMpeAMa",Deb Fischer ,R,NE 
13,"Let’s be clear, potential changes to US nuclear forces in the absence of a treaty are impossible to predict, and fu… https://t.co/Bq6b8OGPKk",Deb Fischer ,R,NE 
14,Kudos to @BreakingDefense for highlighting this. Any decision on New START must be based on the national security i… https://t.co/45KNKeYF0f,Deb Fischer ,R,NE 
15,What the CBO report says: Dramatically expanding U.S. nuclear forces would have a significant cost. What the CBO re… https://t.co/vbJE7KzSMH,Deb Fischer ,R,NE 
16,"For those in Lincoln looking to help or show support, blood donations are currently being requested.
https://t.co/iGYRSLo37p",Deb Fischer ,R,NE 
17,"Officer Mario Herrera, a 23 year veteran of @Lincoln_Police, was shot in the line of duty and is still fighting for… https://t.co/G21ZK452Gr",Deb Fischer ,R,NE 
18,"Heartbreaking to learn that a wildfire in Banner County has burned over 4,000 acres. Thank you to the National Guar… https://t.co/0ycdsOfAnh",Deb Fischer ,R,NE 
19,Extremely concerned about reports of unsafe and unprofessional behavior by Russian forces in Syria. This kind of ac… https://t.co/sMg2NqycYD,Deb Fischer ,R,NE 
20,"Right now, @NE_TF1 is heading to College Station, TX, to prepare for Hurricane Laura’s landfall. This team of firef… https://t.co/3uDXjaFc5a",Deb Fischer ,R,NE 
21,"I’m encouraged to see @USCIS call off the planned Aug. 30 furlough. This is good news for over 1,200 USCIS employee… https://t.co/qtP3duOaVY",Deb Fischer ,R,NE 
22,Read this week’s column on how this amendment changed the lives of women in Nebraska and across America. https://t.co/kh4FnWPx3m,Deb Fischer ,R,NE 
23,"As we approach the 100th anniversary of the 19th amendment’s formal adoption into our Constitution, we must remembe… https://t.co/xtEWRkRplT",Deb Fischer ,R,NE 
24,"As the Executive Director of @NERightToLife, Julie spent decades fighting for the rights of the unborn and the pro-… https://t.co/cLlX6awoPC",Deb Fischer ,R,NE 
25,Bruce and I mourn the loss of our friend Julie Schmit-Albin who passed away today after a long and courageous battl… https://t.co/Bun2Ucqhvt,Deb Fischer ,R,NE 
26,I appreciate their hard work. They are showing the rest of the nation how Nebraskans work together to overcome every crisis.,Deb Fischer ,R,NE 
27,I want to thank every community leader who joined me for my East Central NE virtual roundtable this afternoon. As w… https://t.co/UPm7idnLrI,Deb Fischer ,R,NE 
28,".@EPAAWheeler should uphold congressional intent behind the #RFS and implement the 10th Circuit Court decision. 

T… https://t.co/RslMCjnJkN",Deb Fischer ,R,NE 
29,RT @amhistorymuseum: 100 years ago today: Tennessee became the 36th state to ratify the #19thAmendment—and the final state needed to make t…,Deb Fischer ,R,NE 
30,"Today, on the 100th anniversary of the adoption of the 19th amendment, we honor the suffragists who fought for wome… https://t.co/FyJN4i7HYV",Deb Fischer ,R,NE 
31,"Thank you, Steve Nelson, for your service as president of the @NEFarmBureau. You have been a dedicated advocate for… https://t.co/D44lmhQEI0",Deb Fischer ,R,NE 
32,"Read in this week’s column about the funding and resources that will help our state’s infrastructure and ag economy.
https://t.co/aT7pGZxEry",Deb Fischer ,R,NE 
33,"Even after COVID-19 interrupted our booming economy, it's important to remember that there are still good things ha… https://t.co/9bNHt089ED",Deb Fischer ,R,NE 
34,"The leaders of both nations deserve great credit for this historic achievement, and I appreciate @realDonaldTrump a… https://t.co/YnpUa5MuR3",Deb Fischer ,R,NE 
35,"Today’s agreement between Israel and the United Arab Emirates, two important American partners, represents a major… https://t.co/b1NiL9PW4h",Deb Fischer ,R,NE 
36,COVID-19 has brought significant mental health challenges. This is why @SenTinaSmith and I introduced the bipartisa… https://t.co/DteBsaEr8h,Deb Fischer ,R,NE 
37,"Thank you, @realDonaldTrump! This grant will help Nebraskans in the Omaha metro area get where they need to go.… https://t.co/LKwf01xWyi",Deb Fischer ,R,NE 
38,Full statement and more information: https://t.co/dHNrjxEH1Y,Deb Fischer ,R,NE 
39,A strong ag economy benefits all Nebraskans. CFAP has been a critical bridge for NE ag producers during this diffic… https://t.co/3MQ4PCFvwf,Deb Fischer ,R,NE 
40,"Nebraska is not exempt from the mental health crisis in this nation. In my weekly column, I discuss my legislative… https://t.co/OJHjKz8koT",Deb Fischer ,R,NE 
41,Telehealth and mental health services are needed more now than ever. Read in the @sbstarherald how I am working to… https://t.co/z7Ccr84ke0,Deb Fischer ,R,NE 
42,The new @DeptVetAffairs ambulatory care clinic in Omaha demonstrates our commitment toward fulfilling our promises… https://t.co/DldN08Xvsv,Deb Fischer ,R,NE 
43,This pandemic has only worsened what was already a mental health crisis in this country. My #ATTAIN Mental Health A… https://t.co/n8cP7b6h2R,Deb Fischer ,R,NE 
44,My bipartisan Pipeline Safety bill with @SenDuckworth unanimously passed the Senate. This bill reauthorizes… https://t.co/Jww99ByB6H,Deb Fischer ,R,NE 
45,Read more on this bipartisan bill: https://t.co/hpkkhRvRU7,Deb Fischer ,R,NE 
46,There is a mental health crisis in this country &amp; COVID-19 has only made it worse. This is why I have joined… https://t.co/01DBQMqhn0,Deb Fischer ,R,NE 
47,"Thank you, @realDonaldTrump, for taking this step to ensure rural Americans will continue to have access to quality… https://t.co/3QLeo6VrfL",Deb Fischer ,R,NE 
48,It’s heartwarming to see students at @SchuylerCentral’s summer program using their skills and time to sew extra mas… https://t.co/VHrViVkybu,Deb Fischer ,R,NE 
49,"By honoring &amp; remembering Rep. John Lewis’ legacy, we can continue to work toward equality for all across this nati… https://t.co/mlPzLbhJ1T",Deb Fischer ,R,NE 
50,"RT @SenDuckworth: When traveling, you’d never be expected to eat your meal in a bathroom stall, yet for many new mothers, that’s the realit…",Deb Fischer ,R,NE 
51,COVID-19 is causing a hunger crisis. Too many Americans are unsure where their next meal will come from. Food banks… https://t.co/EK7rSarf1V,Deb Fischer ,R,NE 
52,"RT @JournalStarNews: Sen. Deb Fischer: ""Many Americans are going hungry not because of a lack of food, but because disruptions to the food…",Deb Fischer ,R,NE 
53,Last week the Senate passed the FY 2021 NDAA to provide for our nation’s defense. Read in the week's column how we… https://t.co/KIGDanEUKh,Deb Fischer ,R,NE 
54,I’d like to congratulate Marine Corps Cpt. Jackson Streif for being selected as an officer for the @BlueAngels' 202… https://t.co/rVB0tlLSSm,Deb Fischer ,R,NE 
55,"NEXTT, a team of Nebraska researchers, is developing cutting-edge wireless technology to advance rural broadband co… https://t.co/UT4JprCECL",Deb Fischer ,R,NE 
56,"Today I paid my respects to Congressman John Lewis during his final visit to the U.S. Capitol.
 
Rep. Lewis was a h… https://t.co/RKDUTR8CN5",Deb Fischer ,R,NE 
57,"Rural infrastructure is critical to keeping the Heartland connected, and the @USDOT’s ROUTES Initiative provides re… https://t.co/o6MgUiKf0Q",Deb Fischer ,R,NE 
58,"Congress botched the @CFPB’s leadership structure in 2010, but it can fix it now.
 
Read my op-ed in… https://t.co/P6NjUBtN04",Deb Fischer ,R,NE 
59,The @USDA’s investigation reports confirm what we knew: there are multiple factors working to destabilize the beef… https://t.co/5ZbA1VYfKx,Deb Fischer ,R,NE 
60,Yesterday marked the 30th anniversary of the ADA. This milestone is a reminder that many veterans struggle from the… https://t.co/d13dnm4RCn,Deb Fischer ,R,NE 
61,Read More: https://t.co/UZULtWLnxp,Deb Fischer ,R,NE 
62,"The Senate NDAA is good for our nation’s security!

This bill gives our men and women in uniform the resources and… https://t.co/LST9hgqXu2",Deb Fischer ,R,NE 
63,"In light of these events and this report, I will be introducing legislation soon in the Senate aimed at providing e… https://t.co/chKcNsj1ys",Deb Fischer ,R,NE 
64,I appreciate the @USDA’s work investigating market manipulation in the cattle industry following the Holcomb fire a… https://t.co/ZfqioX10Zy,Deb Fischer ,R,NE 
65,"I'm glad that my colleagues on @SenateCommerce passed my bipartisan bill, the AIR Act, out of committee. During thi… https://t.co/0YoC3UHLcR",Deb Fischer ,R,NE 
66,It was a pleasure to join @EthanolRFA’s virtual board meeting to give an update on the steps we are taking to prote… https://t.co/ScWFcboD4a,Deb Fischer ,R,NE 
67,"Whether Americans are quarantining, sick, elderly, or caring for children, it’s critical that everyone has access t… https://t.co/dxzKyqZbYc",Deb Fischer ,R,NE 
68,It’s one of the highlights of my year to see students walking around Capitol Hill wearing @NationalFFA blue jackets… https://t.co/4I2AtPNI63,Deb Fischer ,R,NE 
69,Bruce and I were so sorry to learn of my friend Andy Hoffman’s brain tumor diagnosis. It’s tough to hear after all… https://t.co/jG3wMoDuIS,Deb Fischer ,R,NE 
70,Speaking now with @DavidEarlLive of @KETV about the new VA ambulatory care clinic in Omaha. I’m proud to have champ… https://t.co/Lfo7xFlxWv,Deb Fischer ,R,NE 
71,".@SenateCommerce Subcommittee on Manufacturing, Trade, and Consumer Protection is LIVE now with a hearing on how sc… https://t.co/OKOk4tHdGy",Deb Fischer ,R,NE 
72,"As a strong advocate for telehealth, I have seen how these services have brought millions of Americans access to th… https://t.co/c0XfOXp29O",Deb Fischer ,R,NE 
73,"I joined @SenJackyRosen to introduce the bipartisan KEEP Telehealth Option Act, which would provide the government… https://t.co/Yw1kyIdB5R",Deb Fischer ,R,NE 
74,"With fewer flights due to #COVID19, our airports are hurting and could receive significantly less @FAANews  funding… https://t.co/w4M9pexezc",Deb Fischer ,R,NE 
75,"Good to see the UK stand with the US and ban equipment from Huawei. I’ve had many convos w/ allies, including the U… https://t.co/LO4JuVk3ag",Deb Fischer ,R,NE 
76,.@Offutt_AFB &amp; the 55th Wing are critical to our national security &amp; our state. Read my column on how we have worke… https://t.co/pv6CsRbCmV,Deb Fischer ,R,NE 
77,"When Nebraska faces catastrophes like the 2019 floods, I’m glad to know we have @NENationalGuard members who are tr… https://t.co/Vyrk6jRkWw",Deb Fischer ,R,NE 
78,It’s great to see the @USDA_APHIS invest $27.1 million to support a vaccine bank for foot-and-mouth disease. This i… https://t.co/rBDeDkDLEn,Deb Fischer ,R,NE 
79,This mandate forced employers to choose between running their businesses and honoring their religious convictions.… https://t.co/EbSFLTHg8l,Deb Fischer ,R,NE 
80,"Nebraska business owners are innovating and finding new ways to succeed during this pandemic.
 
Read in this week’s… https://t.co/OjTVtXhNUN",Deb Fischer ,R,NE 
81,"P.S. As you celebrate this year, please don’t forget to wash your hands, social distance, and wear your mask!",Deb Fischer ,R,NE 
82,"Today we celebrate the 244th anniversary of declaring our independence and forming a union, which first brought the… https://t.co/3jqg30kFbj",Deb Fischer ,R,NE 
83,More: https://t.co/WDh1lQb8ob,Deb Fischer ,R,NE 
84,"Today it was announced @Offutt_AFB has been awarded a contract for its runway replacement. 
 
It has taken years of… https://t.co/BR5GQ3hpuR",Deb Fischer ,R,NE 
85,"The AIR Act will bring more certainty to these airports as they plan infrastructure projects, respond to the pandem… https://t.co/pmXUmMgcNH",Deb Fischer ,R,NE 
86,"🚨New Bill: Due to #COVID19, several Nebraska airports are at risk of receiving significantly less funding for futur… https://t.co/oFMrJj4mjx",Deb Fischer ,R,NE 
87,"As chair of @SASCMajority’s Strategic Forces subcommittee, I am proud that this bill protects our nuclear and strat… https://t.co/amyhMprDdP",Deb Fischer ,R,NE 
88,"The Senate #NDAA provides for our service members and their families.
  
And it is strongly bipartisan!
 
I encoura… https://t.co/LchJIGJHWK",Deb Fischer ,R,NE 
89,Live Now: https://t.co/ncwCbkeEED,Deb Fischer ,R,NE 
90,SOON: I will be speaking on the Senate’s #NDAA. This strong bipartisan bill supports our service members and their… https://t.co/FXL7zQ3BJ5,Deb Fischer ,R,NE 
91,RT @SenateCommerce: WATCH LIVE: @SenatorFischer convenes a hearing on traffic safety and @NHTSA grant programs. Click to watch: https://t.c…,Deb Fischer ,R,NE 
92,LIVE NOW: https://t.co/pb1E4sGDjC https://t.co/y9SGNfcO0J,Deb Fischer ,R,NE 
93,"This afternoon, I will be chairing the @SenateCommerce subcommittee hearing on traffic safety and the @NHTSAgov gra… https://t.co/PqXtq5Popr",Deb Fischer ,R,NE 
94,More on today’s SCOTUS decision and my bill the Financial Product Safety Commission Act of 2020: https://t.co/IxatW5C4Ul,Deb Fischer ,R,NE 
95,I've long advocated for reforming @CFPB by shifting its leadership from a single director to a bipartisan commissio… https://t.co/3Sewc92G9v,Deb Fischer ,R,NE 
96,"In this week’s column, I urge my fellow Americans to count ourselves fortunate to live in the greatest nation on ea… https://t.co/5FrNyBGGvY",Deb Fischer ,R,NE 
97,"This weekend, as we celebrate Independence Day, we should reflect on what it means to be an American.",Deb Fischer ,R,NE 
98,"Shout out to Parker Jeppson from Lincoln, for being recognized by @Gatorade as Nebraska’s Boys Soccer Player of the… https://t.co/dHyfD78AHu",Deb Fischer ,R,NE 
99,The Farmers to Families Food Box program helps deliver food to those who suffer from poor health or lack the abilit… https://t.co/Ysugeyg34R,Deb Fischer ,R,NE 
100,"More Americans are going hungry because of the #COVID19 crisis. 

To help address this problem, I led this bipartis… https://t.co/eqT2tpoD8p",Deb Fischer ,R,NE 
101,Pleased that @MEPNebraska will receive $300k through the CARES Act to help #NE manufacturers respond to the… https://t.co/0QZ8NI2FRn,Deb Fischer ,R,NE 
102,Read this week’s column on recent stories about how my office has been able to help during this pandemic. https://t.co/fTAJkb2Gxm,Deb Fischer ,R,NE 
103,"As #COVID19 has disrupted our lives, many Nebraskans still need help navigating confusing federal regulations. 

My… https://t.co/e8m5LUX0OA",Deb Fischer ,R,NE 
104,ICYMI: @realDonaldTrump’s critics contend nuclear modernization should be put on hold until we straighten out arms… https://t.co/pMxwqayWYO,Deb Fischer ,R,NE 
105,"Tomorrow US &amp; Russian officials will meet in Vienna to discuss arms control. 

As these take place, we can’t allow… https://t.co/psZWwDjYCx",Deb Fischer ,R,NE 
106,I am forever thankful this great man was my dad. Happy Father’s Day to all our dads in Nebraska and across the coun… https://t.co/UaWyAiOdmb,Deb Fischer ,R,NE 
107,"Today on the 155th anniversary of Juneteenth, we celebrate our nation turning away from the evil legacy of slavery.… https://t.co/0DMb46ueE4",Deb Fischer ,R,NE 
108,Learn more on this key investment grant from the @US_EDA: https://t.co/XU4JH73s13,Deb Fischer ,R,NE 
109,"South Sioux City is receiving a $12.2 million grant to construct a new wastewater treatment facility.

Thank you,… https://t.co/dEdso8OuE9",Deb Fischer ,R,NE 
110,"After an American flag fell outside an autoshop in Kearney, one #NE officer stopped to fix it and show our flag the… https://t.co/9Ou0h6fuJg",Deb Fischer ,R,NE 
111,I’ve long advocated for reforming the @CFPB. Today I reintroduced my bill to change its structure from a single dir… https://t.co/AOnwP9zrdN,Deb Fischer ,R,NE 
112,"We must restore trust between police and the communities they protect.
 
I'm proud to help introduce the… https://t.co/qbtQERtnhU",Deb Fischer ,R,NE 
113,"Glad to see the @FCC COVID-19 Telehealth Program, authorized by the #CARESAct, award funding to Faith Regional Heal… https://t.co/LAuI44da19",Deb Fischer ,R,NE 
114,NE students deserve the same level of opportunity in their education &amp; unequal access to the internet is a major ob… https://t.co/y28votvBPT,Deb Fischer ,R,NE 
115,Read more about how this year’s Senate NDAA will benefit Nebraska and our nation: https://t.co/Q2tTL70wrA,Deb Fischer ,R,NE 
116,I’m proud to see the committee come together during these difficult circumstances and work on behalf of the America… https://t.co/Tr11fXItfk,Deb Fischer ,R,NE 
117,"The Senate Armed Services Committee has passed the #NDAA out of committee, continuing our strong tradition of passi… https://t.co/yMbgIEdRQx",Deb Fischer ,R,NE 
118,RT @NENationalGuard: Severe weather is possible in Nebraska today. Stay safe and weather aware!,Deb Fischer ,R,NE 
119,"COVID19 has created an environment of frustration, uncertainty &amp; anxiety for many Nebraskans. If you are struggling… https://t.co/sVghtDYOrt",Deb Fischer ,R,NE 
120,"Today, on the 76th anniversary of #DDay, we honor the allied troops who stormed the beaches of Normandy and changed… https://t.co/3fbd72zpSB",Deb Fischer ,R,NE 
121,Update: @TheJusticeDept has sent out civil investigative demands to meat packers as part of its investigation into… https://t.co/vFQi24Z52S,Deb Fischer ,R,NE 
122,"You can still apply until August 28, 2020. Contact your local Farm Service Agency to see if you qualify.",Deb Fischer ,R,NE 
123,".@USDA’s Coronavirus Food Assistance Program is already getting payments out to Nebraska ag producers.

Here’s an u… https://t.co/vG04nbUIpE",Deb Fischer ,R,NE 
124,More on the e-roundtable here: https://t.co/Fm5J67IWCs,Deb Fischer ,R,NE 
125,"#COVID19 has drastically affected #NE students, forcing them to complete the school year from home. This was especi… https://t.co/6etcp6GFL7",Deb Fischer ,R,NE 
126,"Like so many Nebraskans, I am horrified by the death of George Floyd. But too many of the protests have turned into… https://t.co/RvkA6Gr95P",Deb Fischer ,R,NE 
127,I cannot think of a better way to celebrate Beef Month than by eating a burger today for #NationalBeefBurgerDay and… https://t.co/XRpP1N3KfB,Deb Fischer ,R,NE 
128,Good luck to the incredible men and women who have been working hard to prepare for this mission. Watch today as hi… https://t.co/yXr4LLsIb5,Deb Fischer ,R,NE 
129,"Ag’s challenges might seem confined to NE or to the Midwest, but that’s shortsighted: If the people who raise our d… https://t.co/9oZYGMY7ri",Deb Fischer ,R,NE 
130,"In these changing times, I appreciate every Nebraskan taking time to honor our fallen service members in their own… https://t.co/MPlleh5MFD",Deb Fischer ,R,NE 
131,This weekend is about taking time to honor the Americans who lost their lives fighting for our county. This year ma… https://t.co/9Jjj0eZUuU,Deb Fischer ,R,NE 
132,#COVID19 has impacted how many state motor vehicle enforcement agencies utilize federal grants. Our legislation wil… https://t.co/K00ETp0F9Y,Deb Fischer ,R,NE 
133,Read more about this program: https://t.co/DvKt1jCiFi,Deb Fischer ,R,NE 
134,Today’s new guidance for the @USDA's Coronavirus Food Assistance Program will provide much needed relief to many of… https://t.co/3f5Vux9DRR,Deb Fischer ,R,NE 
135,"Memorial Day looks different this year, but it’s not surprising to see Nebraskans finding creative ways to honor ou… https://t.co/g9Tc1DgR87",Deb Fischer ,R,NE 
136,"The flyovers saluting our health care professionals are happening today. 

Thank you, @NENationalGuard, for resched… https://t.co/YpxS8mSdh1",Deb Fischer ,R,NE 
137,"To everyone in our great military, thank you for your service, sacrifice, and dedication to protecting this nation.… https://t.co/iJ6K262JEg",Deb Fischer ,R,NE 
138,To all ag producers who are interested in applying for direct payments through the Coronavirus Food Assistance Prog… https://t.co/V4vahF17nK,Deb Fischer ,R,NE 
139,It’s inspiring how Nebraskans are working together to combat #COVID19 on all fronts. I had the honor of sharing the… https://t.co/nf7UrkgKoh,Deb Fischer ,R,NE 
140,"RT @NENationalGuard: Update: Unfortunately, today’s flyover salute is cancelled due to poor weather. We are looking at the ability to sched…",Deb Fischer ,R,NE 
141,"🚨Don’t miss this tomorrow! Thank you, @NENationalGuard, for honoring our health care professionals who are
combatti… https://t.co/S774fhbTZs",Deb Fischer ,R,NE 
142,RT @NEporkproducers: Fischer joins bipartisan group seeking support for pork producers | KHGI #NePork #Pork #NeAg #COVID19 ⁦@SenatorFischer…,Deb Fischer ,R,NE 
143,RT @NeCattlemen: Thank you @SenatorFischer !!,Deb Fischer ,R,NE 
144,RT @NTVNEWS: @SenatorFischer leads a bipartisan call for the DOJ to investigate beef packers: https://t.co/EF8caPNOvT,Deb Fischer ,R,NE 
145,RT @SenJohnHoeven: Given consumers are paying more for their meat &amp; livestock producers are looking at lower prices for their cattle— I joi…,Deb Fischer ,R,NE 
146,RT @AGDougPeterson: Our office shares the concerns expressed by @SenatorFischer regarding the past &amp; current business practices of the meat…,Deb Fischer ,R,NE 
147,Link to the letter and more information on steps being taken to look into this problem in our ag community here: https://t.co/OD8ZV15l9k,Deb Fischer ,R,NE 
148,"@SenKevinCramer, @SenHydeSmith, @SenJohnBarrasso, @SenTinaSmith, @SenMcSallyAZ, @SenSasse, @MarshaBlackburn,… https://t.co/r0VvAFURvR",Deb Fischer ,R,NE 
149,"We must ensure the integrity of the entire beef supply chain-especially during a pandemic. 

Thank you,… https://t.co/3QEacfqyya",Deb Fischer ,R,NE 
150,"Other officials and producers have also raised these concerns. Last week, Nebraska’s attorney general,… https://t.co/EBxuVv1I8x",Deb Fischer ,R,NE 
151,Today I led a bipartisan call requesting Attorney General Barr &amp; @TheJusticeDept investigate potential illegal prac… https://t.co/PT8WpfUSvn,Deb Fischer ,R,NE 
152,Our pork producers are in the middle of a crisis and need indemnity support quickly. I am glad to join a group of b… https://t.co/fPhOv9xPPp,Deb Fischer ,R,NE 
153,#IoT devices were already improving our lives before #COVID19. Now they are helping keep us safe and connected as w… https://t.co/1WZn0FyG7l,Deb Fischer ,R,NE 
154,This week we honor the men and women in blue and remember those who lost their lives protecting our communities. Th… https://t.co/nczOdXzg1q,Deb Fischer ,R,NE 
155,"Our pork producers are being forced to depopulate their herds during this pandemic. Today, I signed on to… https://t.co/7ULuoRoCKy",Deb Fischer ,R,NE 
156,"To all the amazing mothers out there, I wish you a safe and wonderful #MothersDay! https://t.co/8qcoeDRMRJ",Deb Fischer ,R,NE 
157,"Today on #MilitarySpouseAppreciationDay, we celebrate all the military spouses who love and support our service mem… https://t.co/C6pNu8EoDN",Deb Fischer ,R,NE 
158,"We cannot allow price gouging, especially during a pandemic. 
 
As I mentioned on @FoxNews, 10 state attorney gener… https://t.co/qHd64fSzge",Deb Fischer ,R,NE 
159,RT @JournalStarNews: Sen. Deb Fischer spoke on Fox News Thursday about the coronavirus's severe consequences for agriculture. https://t.co/…,Deb Fischer ,R,NE 
160,"With stories coming out about potential meat shortages, I want to remind everyone that the supply chain is still st… https://t.co/hegWd4eiO3",Deb Fischer ,R,NE 
161,It was great to join @AmericaNewsroom today to discuss the large price discrepancies between cattle and boxed beef.… https://t.co/XAyVtG8j3y,Deb Fischer ,R,NE 
162,"I’m about to go live with @AmericaNewsroom to discuss the negative impacts of COVID-19 on our ag producers. 

Tune… https://t.co/Dmy5tCwbu6",Deb Fischer ,R,NE 
163,"Today we give thanks to all the nurses who have dedicated their lives to caring for others.
 
The COVID-19 crisis r… https://t.co/oPanetsjKZ",Deb Fischer ,R,NE 
164,"From masks to respirators to housing relief, federal funds continue to flow into Nebraska. These resources are help… https://t.co/sfEPAO6yu3",Deb Fischer ,R,NE 
165,Happy Teachers' Appreciation Day! It’s so special to see NE teachers going above and beyond for our kids right now.… https://t.co/wH7gzZDAyv,Deb Fischer ,R,NE 
166,It’s so sad to see this virus claim the life of this young Nebraskan. Pedro was a pillar of his community and a rol… https://t.co/ANQBTXSjns,Deb Fischer ,R,NE 
167,Read more on this investigation: https://t.co/H06wrneYlN,Deb Fischer ,R,NE 
168,"Thank you, @AGDougPeterson, for joining w/ other state AGs in calling for the @TheJusticeDept to investigate meatpa… https://t.co/vMlNkqyxsZ",Deb Fischer ,R,NE 
169,"I'm thankful for the #COVID19 relief that's going to #NE families, hospitals, communities, and small businesses. Th… https://t.co/R27Pwmc76K",Deb Fischer ,R,NE 
170,"Thank you, @UNMC, for putting out this important guidance for our meatpacking plants. #NE is a leader in meat produ… https://t.co/mvYlNdmVg1",Deb Fischer ,R,NE 
171,It's touching to see members of the Columbus community host a parade around Brookestone Acres so residents could se… https://t.co/sH2X3rdqab,Deb Fischer ,R,NE 
172,Read the letter here: https://t.co/PcuGr9wxhS,Deb Fischer ,R,NE 
173,"It's imperative that all @ATT subscribers in #NE have access to broadcast programming for local news and alerts, es… https://t.co/oFwI9ZZDTf",Deb Fischer ,R,NE 
174,I appreciate @realDonaldTrump’s efforts to keep meat processing plants open. We must ensure that Americans remain f… https://t.co/Vl8SfAbNPh,Deb Fischer ,R,NE 
175,Nebraska state troopers will be distributing free masks to truck drivers at different locations throughout Nebraska… https://t.co/2nLHJR2WAo,Deb Fischer ,R,NE 
176,"Thank you, @AARPNE, for putting this information out for health care contacts for Eldercare, unemployment, food ass… https://t.co/jLbBiuOcZX",Deb Fischer ,R,NE 
177,"For those looking for assistance with Food and Nutrition Services, here is a website with contact information for a… https://t.co/ORUnNhJeHO",Deb Fischer ,R,NE 
178,".@USAGov has a helpful webpage on #COVID19 with resources debunking rumors, updates on your stimulus payments, and… https://t.co/n31NLdXsgr",Deb Fischer ,R,NE 
179,Many churches and faith-based organizations in Nebraska are beginning to discuss plans to reopen. Tomorrow at noon… https://t.co/nlUSyqyTaW,Deb Fischer ,R,NE 
180,Many Americans are facing mental health emergencies during this period of isolation and uncertainty. That is why I’… https://t.co/DBQdlVRuaq,Deb Fischer ,R,NE 
181,"#COVID19 has made it difficult for many families to put food on their table, but tough times often bring out the be… https://t.co/8CwQK2mWt6",Deb Fischer ,R,NE 
182,More NE hospitals now have access to the #PaycheckProtectionProgram. This is great news especially for western NE c… https://t.co/mkmHN7e1tB,Deb Fischer ,R,NE 
183,"This is another example of who Nebraskans are!
 
Thank you, @McDonaldsOmaha, for donating to @Food4Heartland and he… https://t.co/a8Zeec3FSA",Deb Fischer ,R,NE 
184,"RT @SenateGOP: ✓ SIGNED

President @realdonaldtrump just signed Phase 3.5 of coronavirus relief legislation into law!

Here's what it inclu…",Deb Fischer ,R,NE 
185,I joined my Senate colleagues in sending a bipartisan letter to @realDonaldTrump asking him to wave the payment lim… https://t.co/UUzBDk2hZR,Deb Fischer ,R,NE 
186,"Happy #ArborDay! Nebraska has the honor of being the state where this holiday was founded. Each Arbor Day, we plant… https://t.co/gKEoxSLoso",Deb Fischer ,R,NE 
187,"RT @NTVsSteveWhite: ""We're going to make it through this"" @SenatorFischer says. She encourages Nebraskans to stay home as much as possible.…",Deb Fischer ,R,NE 
188,"It's always heartwarming to see Nebraska companies giving time and resources to help those in need. Recently,… https://t.co/qlKctlrUU9",Deb Fischer ,R,NE 
189,Shout out to @UnionBankTrust and all #NE community banks who worked around the clock to approve… https://t.co/GWQME60yNJ,Deb Fischer ,R,NE 
190,RT @Kellan_Heavican: ICYMI: Good conversation with @SenatorFischer about the latest economic impact of #COVID-19 and Nebraska’s beef indust…,Deb Fischer ,R,NE 
191,"#TestNebraskaChallenge accepted, @GovRicketts! I challenge @MikeFloodNE @NTVsSteveWhite @GarySadlemyer… https://t.co/Es3vSsk3Xz",Deb Fischer ,R,NE 
192,"Responding to #COVID19 requires cooperation at the federal, state, and local levels. 

In this week’s column, I dis… https://t.co/STEcf5R9mR",Deb Fischer ,R,NE 
193,"Thanks Jenna for this great mask! She and her mom have made a couple hundred, so far. Nebraskans are stepping up in… https://t.co/zBQv2O3NNc",Deb Fischer ,R,NE 
